Date,Vehicle body type,Motive power,Count
2021-06-01T00:00:00.000,Heavy Vehicle,LPG,17
2021-06-01T00:00:00.000,Heavy Vehicle,Electric,8
2021-06-01T00:00:00.000,Heavy Vehicle,Diesel,"2,683"
2021-06-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-06-01T00:00:00.000,Motorcycle,Diesel,5
2021-06-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,5
2021-06-01T00:00:00.000,Motorcycle,,4
2021-06-01T00:00:00.000,Motorcycle,Other,4
2021-06-01T00:00:00.000,Light Vehicle,Solar,1
2021-06-01T00:00:00.000,Motorcycle,Solar,1
2021-06-01T00:00:00.000,Light Vehicle,Steam,1
2021-06-01T00:00:00.000,Light Vehicle,CNG,2
2021-07-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,486
2021-07-01T00:00:00.000,Light Vehicle,,"39,361"
2021-07-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,824
2021-07-01T00:00:00.000,Light Vehicle,Petrol,"232,204"
2021-07-01T00:00:00.000,Light Vehicle,Other,122
2021-07-01T00:00:00.000,Light Vehicle,LPG,721
2021-07-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,20
2021-07-01T00:00:00.000,Light Vehicle,Hybrid,"6,070"
2021-07-01T00:00:00.000,Light Vehicle,Electric,"1,116"
2021-07-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,15
2021-07-01T00:00:00.000,Light Vehicle,Diesel,"59,479"
2021-07-01T00:00:00.000,Motorcycle,Petrol,"11,059"
2021-07-01T00:00:00.000,Motorcycle,Electric,113
2021-07-01T00:00:00.000,Heavy Vehicle,,484
2021-07-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-07-01T00:00:00.000,Heavy Vehicle,Petrol,29
2021-07-01T00:00:00.000,Heavy Vehicle,LPG,17
2021-07-01T00:00:00.000,Heavy Vehicle,Electric,8
2021-07-01T00:00:00.000,Heavy Vehicle,Diesel,"2,685"
2021-07-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-07-01T00:00:00.000,Motorcycle,Diesel,5
2021-07-01T00:00:00.000,Motorcycle,Other,3
2021-07-01T00:00:00.000,Motorcycle,,4
2021-07-01T00:00:00.000,Light Vehicle,Solar,1
2021-07-01T00:00:00.000,Motorcycle,Solar,1
2021-07-01T00:00:00.000,Light Vehicle,Steam,1
2021-07-01T00:00:00.000,Light Vehicle,CNG,2
2021-07-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,486
2021-07-01T00:00:00.000,Light Vehicle,,"39,361"
2021-07-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,824
2021-07-01T00:00:00.000,Light Vehicle,Petrol,"232,204"
2021-07-01T00:00:00.000,Light Vehicle,Other,122
2021-07-01T00:00:00.000,Light Vehicle,LPG,721
2021-07-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,20
2021-07-01T00:00:00.000,Light Vehicle,Hybrid,"6,070"
2021-07-01T00:00:00.000,Light Vehicle,Electric,"1,116"
2021-07-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,15
2021-07-01T00:00:00.000,Light Vehicle,Diesel,"59,479"
2021-07-01T00:00:00.000,Motorcycle,Petrol,"11,059"
2021-07-01T00:00:00.000,Motorcycle,Electric,113
2021-07-01T00:00:00.000,Heavy Vehicle,,484
2021-07-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-07-01T00:00:00.000,Heavy Vehicle,Petrol,29
2021-07-01T00:00:00.000,Heavy Vehicle,LPG,17
2021-07-01T00:00:00.000,Heavy Vehicle,Electric,8
2021-07-01T00:00:00.000,Heavy Vehicle,Diesel,"2,685"
2021-07-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-07-01T00:00:00.000,Motorcycle,Diesel,5
2021-07-01T00:00:00.000,Motorcycle,Other,3
2021-07-01T00:00:00.000,Motorcycle,,4
2021-07-01T00:00:00.000,Light Vehicle,Solar,1
2021-07-01T00:00:00.000,Motorcycle,Solar,1
2021-07-01T00:00:00.000,Light Vehicle,Steam,1
2021-07-01T00:00:00.000,Light Vehicle,CNG,2
2021-08-01T00:00:00.000,Light Vehicle,,"38,944"
2021-08-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,498
2021-08-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,794
2021-08-01T00:00:00.000,Light Vehicle,Petrol,"229,325"
2021-08-01T00:00:00.000,Light Vehicle,Other,121
2021-08-01T00:00:00.000,Light Vehicle,LPG,712
2021-08-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,21
2021-08-01T00:00:00.000,Light Vehicle,Hybrid,"6,056"
2021-08-01T00:00:00.000,Light Vehicle,Electric,"1,147"
2021-08-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,14
2021-08-01T00:00:00.000,Light Vehicle,Diesel,"59,006"
2021-08-01T00:00:00.000,Motorcycle,Petrol,"10,984"
2021-08-01T00:00:00.000,Motorcycle,Electric,117
2021-08-01T00:00:00.000,Heavy Vehicle,,462
2021-08-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-08-01T00:00:00.000,Heavy Vehicle,Petrol,30
2021-08-01T00:00:00.000,Heavy Vehicle,LPG,17
2021-08-01T00:00:00.000,Heavy Vehicle,Electric,8
2021-08-01T00:00:00.000,Heavy Vehicle,Diesel,"2,659"
2021-08-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-08-01T00:00:00.000,Motorcycle,Diesel,5
2021-08-01T00:00:00.000,Motorcycle,,4
2021-08-01T00:00:00.000,Motorcycle,Other,4
2021-08-01T00:00:00.000,Light Vehicle,Solar,1
2021-08-01T00:00:00.000,Motorcycle,Solar,1
2021-08-01T00:00:00.000,Light Vehicle,CNG,2
2021-08-01T00:00:00.000,Light Vehicle,,"38,944"
2021-08-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,498
2021-08-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,794
2021-08-01T00:00:00.000,Light Vehicle,Petrol,"229,325"
2021-08-01T00:00:00.000,Light Vehicle,Other,121
2021-08-01T00:00:00.000,Light Vehicle,LPG,712
2021-08-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,21
2021-08-01T00:00:00.000,Light Vehicle,Hybrid,"6,056"
2021-08-01T00:00:00.000,Light Vehicle,Electric,"1,147"
2021-08-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,14
2021-08-01T00:00:00.000,Light Vehicle,Diesel,"59,006"
2021-08-01T00:00:00.000,Motorcycle,Petrol,"10,984"
2021-08-01T00:00:00.000,Motorcycle,Electric,117
2021-08-01T00:00:00.000,Heavy Vehicle,,462
2021-08-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-08-01T00:00:00.000,Heavy Vehicle,Petrol,30
2021-08-01T00:00:00.000,Heavy Vehicle,LPG,17
2021-08-01T00:00:00.000,Heavy Vehicle,Electric,8
2021-08-01T00:00:00.000,Heavy Vehicle,Diesel,"2,659"
2021-08-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-08-01T00:00:00.000,Motorcycle,Diesel,5
2021-08-01T00:00:00.000,Motorcycle,,4
2021-08-01T00:00:00.000,Motorcycle,Other,4
2021-08-01T00:00:00.000,Light Vehicle,Solar,1
2021-08-01T00:00:00.000,Motorcycle,Solar,1
2021-08-01T00:00:00.000,Light Vehicle,CNG,2
2021-09-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,518
2021-09-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,801
2021-09-01T00:00:00.000,Light Vehicle,Other,116
2021-09-01T00:00:00.000,Light Vehicle,LPG,681
2021-09-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,21
2021-09-01T00:00:00.000,Light Vehicle,Hybrid,"6,097"
2021-09-01T00:00:00.000,Light Vehicle,Electric,"1,157"
2021-09-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,15
2021-09-01T00:00:00.000,Light Vehicle,,"38,520"
2021-09-01T00:00:00.000,Light Vehicle,Diesel,"58,635"
2021-09-01T00:00:00.000,Motorcycle,Petrol,"11,261"
2021-09-01T00:00:00.000,Motorcycle,Electric,116
2021-09-01T00:00:00.000,Heavy Vehicle,,466
2021-09-01T00:00:00.000,Light Vehicle,Petrol,"227,108"
2021-09-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-09-01T00:00:00.000,Heavy Vehicle,Petrol,29
2021-09-01T00:00:00.000,Heavy Vehicle,LPG,17
2021-09-01T00:00:00.000,Heavy Vehicle,Electric,7
2021-09-01T00:00:00.000,Heavy Vehicle,Diesel,"2,651"
2021-09-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-09-01T00:00:00.000,Motorcycle,,4
2021-09-01T00:00:00.000,Motorcycle,Other,4
2021-09-01T00:00:00.000,Motorcycle,Diesel,4
2021-09-01T00:00:00.000,Light Vehicle,Solar,1
2021-09-01T00:00:00.000,Motorcycle,Solar,1
2021-09-01T00:00:00.000,Light Vehicle,CNG,2
2021-09-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,518
2021-09-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,801
2021-09-01T00:00:00.000,Light Vehicle,Other,116
2021-09-01T00:00:00.000,Light Vehicle,LPG,681
2021-09-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,21
2021-09-01T00:00:00.000,Light Vehicle,Hybrid,"6,097"
2021-09-01T00:00:00.000,Light Vehicle,Electric,"1,157"
2021-09-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,15
2021-09-01T00:00:00.000,Light Vehicle,,"38,520"
2021-09-01T00:00:00.000,Light Vehicle,Diesel,"58,635"
2021-09-01T00:00:00.000,Motorcycle,Petrol,"11,261"
2021-09-01T00:00:00.000,Motorcycle,Electric,116
2021-09-01T00:00:00.000,Heavy Vehicle,,466
2021-09-01T00:00:00.000,Light Vehicle,Petrol,"227,108"
2021-09-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-09-01T00:00:00.000,Heavy Vehicle,Petrol,29
2021-09-01T00:00:00.000,Heavy Vehicle,LPG,17
2021-09-01T00:00:00.000,Heavy Vehicle,Electric,7
2021-09-01T00:00:00.000,Heavy Vehicle,Diesel,"2,651"
2021-09-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-09-01T00:00:00.000,Motorcycle,,4
2021-09-01T00:00:00.000,Motorcycle,Other,4
2021-09-01T00:00:00.000,Motorcycle,Diesel,4
2021-09-01T00:00:00.000,Light Vehicle,Solar,1
2021-09-01T00:00:00.000,Motorcycle,Solar,1
2021-09-01T00:00:00.000,Light Vehicle,CNG,2
2021-10-01T00:00:00.000,Motorcycle,Diesel,5
2021-10-01T00:00:00.000,Light Vehicle,,"38,721"
2021-10-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,532
2021-10-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,780
2021-10-01T00:00:00.000,Light Vehicle,Petrol,"228,707"
2021-10-01T00:00:00.000,Light Vehicle,Other,118
2021-10-01T00:00:00.000,Light Vehicle,LPG,678
2021-10-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,21
2021-10-01T00:00:00.000,Light Vehicle,Hybrid,"6,253"
2021-10-01T00:00:00.000,Light Vehicle,Electric,"1,266"
2021-10-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,13
2021-10-01T00:00:00.000,Light Vehicle,Diesel,"59,029"
2021-10-01T00:00:00.000,Motorcycle,Petrol,"12,071"
2021-10-01T00:00:00.000,Motorcycle,Electric,127
2021-10-01T00:00:00.000,Heavy Vehicle,,468
2021-10-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-10-01T00:00:00.000,Heavy Vehicle,Petrol,27
2021-10-01T00:00:00.000,Heavy Vehicle,LPG,16
2021-10-01T00:00:00.000,Heavy Vehicle,Electric,7
2021-10-01T00:00:00.000,Heavy Vehicle,Diesel,"2,670"
2021-10-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-10-01T00:00:00.000,Motorcycle,,4
2021-10-01T00:00:00.000,Motorcycle,Other,4
2021-10-01T00:00:00.000,Light Vehicle,Solar,1
2021-10-01T00:00:00.000,Motorcycle,Solar,1
2021-10-01T00:00:00.000,Light Vehicle,CNG,2
2021-10-01T00:00:00.000,Motorcycle,Diesel,5
2021-10-01T00:00:00.000,Light Vehicle,,"38,721"
2021-10-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,532
2021-10-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,780
2021-10-01T00:00:00.000,Light Vehicle,Petrol,"228,707"
2021-10-01T00:00:00.000,Light Vehicle,Other,118
2021-10-01T00:00:00.000,Light Vehicle,LPG,678
2021-10-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,21
2021-10-01T00:00:00.000,Light Vehicle,Hybrid,"6,253"
2021-10-01T00:00:00.000,Light Vehicle,Electric,"1,266"
2021-10-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,13
2021-10-01T00:00:00.000,Light Vehicle,Diesel,"59,029"
2021-10-01T00:00:00.000,Motorcycle,Petrol,"12,071"
2021-10-01T00:00:00.000,Motorcycle,Electric,127
2021-10-01T00:00:00.000,Heavy Vehicle,,468
2021-10-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-10-01T00:00:00.000,Heavy Vehicle,Petrol,27
2021-10-01T00:00:00.000,Heavy Vehicle,LPG,16
2021-10-01T00:00:00.000,Heavy Vehicle,Electric,7
2021-10-01T00:00:00.000,Heavy Vehicle,Diesel,"2,670"
2021-10-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-10-01T00:00:00.000,Motorcycle,,4
2021-10-01T00:00:00.000,Motorcycle,Other,4
2021-10-01T00:00:00.000,Light Vehicle,Solar,1
2021-10-01T00:00:00.000,Motorcycle,Solar,1
2021-10-01T00:00:00.000,Light Vehicle,CNG,2
2021-11-01T00:00:00.000,Motorcycle,Diesel,6
2021-11-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,548
2021-11-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,806
2021-11-01T00:00:00.000,Light Vehicle,Petrol,"231,375"
2021-11-01T00:00:00.000,Light Vehicle,Other,117
2021-11-01T00:00:00.000,Light Vehicle,LPG,695
2021-11-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,21
2021-11-01T00:00:00.000,Light Vehicle,Hybrid,"6,403"
2021-11-01T00:00:00.000,Light Vehicle,Electric,"1,396"
2021-11-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,14
2021-11-01T00:00:00.000,Light Vehicle,Diesel,"59,810"
2021-11-01T00:00:00.000,Motorcycle,Petrol,"12,510"
2021-11-01T00:00:00.000,Motorcycle,Electric,130
2021-11-01T00:00:00.000,Light Vehicle,,"39,293"
2021-11-01T00:00:00.000,Heavy Vehicle,,468
2021-11-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-11-01T00:00:00.000,Heavy Vehicle,Petrol,26
2021-11-01T00:00:00.000,Heavy Vehicle,LPG,16
2021-11-01T00:00:00.000,Heavy Vehicle,Electric,7
2021-11-01T00:00:00.000,Heavy Vehicle,Diesel,"2,682"
2021-11-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-11-01T00:00:00.000,Motorcycle,,4
2021-11-01T00:00:00.000,Motorcycle,Other,4
2021-11-01T00:00:00.000,Light Vehicle,Solar,1
2021-11-01T00:00:00.000,Motorcycle,Solar,1
2021-11-01T00:00:00.000,Light Vehicle,CNG,2
2021-11-01T00:00:00.000,Motorcycle,Diesel,6
2021-11-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,548
2021-11-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,806
2021-11-01T00:00:00.000,Light Vehicle,Petrol,"231,375"
2021-11-01T00:00:00.000,Light Vehicle,Other,117
2021-11-01T00:00:00.000,Light Vehicle,LPG,695
2021-11-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,21
2021-11-01T00:00:00.000,Light Vehicle,Hybrid,"6,403"
2021-11-01T00:00:00.000,Light Vehicle,Electric,"1,396"
2021-11-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,14
2021-11-01T00:00:00.000,Light Vehicle,Diesel,"59,810"
2021-11-01T00:00:00.000,Motorcycle,Petrol,"12,510"
2021-11-01T00:00:00.000,Motorcycle,Electric,130
2021-11-01T00:00:00.000,Light Vehicle,,"39,293"
2021-11-01T00:00:00.000,Heavy Vehicle,,468
2021-11-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-11-01T00:00:00.000,Heavy Vehicle,Petrol,26
2021-11-01T00:00:00.000,Heavy Vehicle,LPG,16
2021-11-01T00:00:00.000,Heavy Vehicle,Electric,7
2021-11-01T00:00:00.000,Heavy Vehicle,Diesel,"2,682"
2021-11-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-11-01T00:00:00.000,Motorcycle,,4
2021-11-01T00:00:00.000,Motorcycle,Other,4
2021-11-01T00:00:00.000,Light Vehicle,Solar,1
2021-11-01T00:00:00.000,Motorcycle,Solar,1
2021-11-01T00:00:00.000,Light Vehicle,CNG,2
2021-12-01T00:00:00.000,Light Vehicle,,"39,888"
2021-12-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,560
2021-12-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,803
2021-12-01T00:00:00.000,Light Vehicle,Petrol,"232,395"
2021-12-01T00:00:00.000,Light Vehicle,Other,118
2021-12-01T00:00:00.000,Light Vehicle,LPG,677
2021-12-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,21
2021-12-01T00:00:00.000,Light Vehicle,Hybrid,"6,488"
2021-12-01T00:00:00.000,Light Vehicle,Electric,"1,459"
2021-12-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,13
2021-12-01T00:00:00.000,Light Vehicle,Diesel,"60,302"
2021-12-01T00:00:00.000,Motorcycle,Petrol,"12,963"
2021-12-01T00:00:00.000,Motorcycle,Electric,132
2021-12-01T00:00:00.000,Motorcycle,Diesel,6
2021-12-01T00:00:00.000,Heavy Vehicle,,468
2021-12-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-12-01T00:00:00.000,Heavy Vehicle,Petrol,27
2021-12-01T00:00:00.000,Heavy Vehicle,LPG,16
2021-12-01T00:00:00.000,Heavy Vehicle,Electric,7
2021-12-01T00:00:00.000,Heavy Vehicle,Diesel,"2,686"
2021-12-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-12-01T00:00:00.000,Motorcycle,,4
2021-12-01T00:00:00.000,Motorcycle,Other,4
2021-12-01T00:00:00.000,Light Vehicle,Solar,1
2021-12-01T00:00:00.000,Motorcycle,Solar,1
2021-12-01T00:00:00.000,Light Vehicle,CNG,2
2021-12-01T00:00:00.000,Light Vehicle,,"39,888"
2021-12-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,560
2021-12-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,803
2021-12-01T00:00:00.000,Light Vehicle,Petrol,"232,395"
2021-12-01T00:00:00.000,Light Vehicle,Other,118
2021-12-01T00:00:00.000,Light Vehicle,LPG,677
2021-12-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,21
2021-12-01T00:00:00.000,Light Vehicle,Hybrid,"6,488"
2021-12-01T00:00:00.000,Light Vehicle,Electric,"1,459"
2021-12-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,13
2021-12-01T00:00:00.000,Light Vehicle,Diesel,"60,302"
2021-12-01T00:00:00.000,Motorcycle,Petrol,"12,963"
2021-12-01T00:00:00.000,Motorcycle,Electric,132
2021-12-01T00:00:00.000,Motorcycle,Diesel,6
2021-12-01T00:00:00.000,Heavy Vehicle,,468
2021-12-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2021-12-01T00:00:00.000,Heavy Vehicle,Petrol,27
2021-12-01T00:00:00.000,Heavy Vehicle,LPG,16
2021-12-01T00:00:00.000,Heavy Vehicle,Electric,7
2021-12-01T00:00:00.000,Heavy Vehicle,Diesel,"2,686"
2021-12-01T00:00:00.000,Heavy Vehicle,CNG,70
2021-12-01T00:00:00.000,Motorcycle,,4
2021-12-01T00:00:00.000,Motorcycle,Other,4
2021-12-01T00:00:00.000,Light Vehicle,Solar,1
2021-12-01T00:00:00.000,Motorcycle,Solar,1
2021-12-01T00:00:00.000,Light Vehicle,CNG,2
2022-01-01T00:00:00.000,Light Vehicle,,"40,003"
2022-01-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,585
2022-01-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,808
2022-01-01T00:00:00.000,Light Vehicle,Petrol,"231,957"
2022-01-01T00:00:00.000,Light Vehicle,Other,117
2022-01-01T00:00:00.000,Light Vehicle,LPG,680
2022-01-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,22
2022-01-01T00:00:00.000,Light Vehicle,Hybrid,"6,586"
2022-01-01T00:00:00.000,Light Vehicle,Electric,"1,482"
2022-01-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,13
2022-01-01T00:00:00.000,Light Vehicle,Diesel,"60,342"
2022-01-01T00:00:00.000,Motorcycle,Petrol,"12,933"
2022-01-01T00:00:00.000,Motorcycle,Electric,142
2022-01-01T00:00:00.000,Motorcycle,Diesel,6
2022-01-01T00:00:00.000,Heavy Vehicle,,462
2022-01-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2022-01-01T00:00:00.000,Heavy Vehicle,Petrol,26
2022-01-01T00:00:00.000,Heavy Vehicle,LPG,16
2022-01-01T00:00:00.000,Heavy Vehicle,Electric,7
2022-01-01T00:00:00.000,Heavy Vehicle,Diesel,"2,694"
2022-01-01T00:00:00.000,Heavy Vehicle,CNG,70
2022-01-01T00:00:00.000,Motorcycle,,4
2022-01-01T00:00:00.000,Motorcycle,Other,4
2022-01-01T00:00:00.000,Light Vehicle,Solar,1
2022-01-01T00:00:00.000,Motorcycle,Solar,1
2022-01-01T00:00:00.000,Light Vehicle,CNG,2
2022-01-01T00:00:00.000,Light Vehicle,,"40,003"
2022-01-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,585
2022-01-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,808
2022-01-01T00:00:00.000,Light Vehicle,Petrol,"231,957"
2022-01-01T00:00:00.000,Light Vehicle,Other,117
2022-01-01T00:00:00.000,Light Vehicle,LPG,680
2022-01-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,22
2022-01-01T00:00:00.000,Light Vehicle,Hybrid,"6,586"
2022-01-01T00:00:00.000,Light Vehicle,Electric,"1,482"
2022-01-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,13
2022-01-01T00:00:00.000,Light Vehicle,Diesel,"60,342"
2022-01-01T00:00:00.000,Motorcycle,Petrol,"12,933"
2022-01-01T00:00:00.000,Motorcycle,Electric,142
2022-01-01T00:00:00.000,Motorcycle,Diesel,6
2022-01-01T00:00:00.000,Heavy Vehicle,,462
2022-01-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2022-01-01T00:00:00.000,Heavy Vehicle,Petrol,26
2022-01-01T00:00:00.000,Heavy Vehicle,LPG,16
2022-01-01T00:00:00.000,Heavy Vehicle,Electric,7
2022-01-01T00:00:00.000,Heavy Vehicle,Diesel,"2,694"
2022-01-01T00:00:00.000,Heavy Vehicle,CNG,70
2022-01-01T00:00:00.000,Motorcycle,,4
2022-01-01T00:00:00.000,Motorcycle,Other,4
2022-01-01T00:00:00.000,Light Vehicle,Solar,1
2022-01-01T00:00:00.000,Motorcycle,Solar,1
2022-01-01T00:00:00.000,Light Vehicle,CNG,2
2022-02-01T00:00:00.000,Heavy Vehicle,,458
2022-02-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,600
2022-02-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,802
2022-02-01T00:00:00.000,Light Vehicle,Petrol,"232,408"
2022-02-01T00:00:00.000,Light Vehicle,Other,118
2022-02-01T00:00:00.000,Light Vehicle,LPG,675
2022-02-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,22
2022-02-01T00:00:00.000,Light Vehicle,Hybrid,"6,749"
2022-02-01T00:00:00.000,Light Vehicle,Electric,"1,592"
2022-02-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,14
2022-02-01T00:00:00.000,Light Vehicle,Diesel,"60,591"
2022-02-01T00:00:00.000,Motorcycle,Petrol,"13,126"
2022-02-01T00:00:00.000,Motorcycle,Electric,142
2022-02-01T00:00:00.000,Light Vehicle,,"40,130"
2022-02-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2022-02-01T00:00:00.000,Heavy Vehicle,Petrol,29
2022-02-01T00:00:00.000,Heavy Vehicle,LPG,16
2022-02-01T00:00:00.000,Heavy Vehicle,Electric,7
2022-02-01T00:00:00.000,Heavy Vehicle,Diesel,"2,680"
2022-02-01T00:00:00.000,Heavy Vehicle,CNG,70
2022-02-01T00:00:00.000,Motorcycle,Diesel,5
2022-02-01T00:00:00.000,Motorcycle,,4
2022-02-01T00:00:00.000,Motorcycle,Other,4
2022-02-01T00:00:00.000,Light Vehicle,Solar,1
2022-02-01T00:00:00.000,Motorcycle,Solar,1
2022-02-01T00:00:00.000,Light Vehicle,CNG,2
2022-02-01T00:00:00.000,Heavy Vehicle,,458
2022-02-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,600
2022-02-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,802
2022-02-01T00:00:00.000,Light Vehicle,Petrol,"232,408"
2022-02-01T00:00:00.000,Light Vehicle,Other,118
2022-02-01T00:00:00.000,Light Vehicle,LPG,675
2022-02-01T00:00:00.000,Light Vehicle,Hydrogen Fuel Cell Electric,22
2022-02-01T00:00:00.000,Light Vehicle,Hybrid,"6,749"
2022-02-01T00:00:00.000,Light Vehicle,Electric,"1,592"
2022-02-01T00:00:00.000,Light Vehicle,Diesel Or Lpg Option,14
2022-02-01T00:00:00.000,Light Vehicle,Diesel,"60,591"
2022-02-01T00:00:00.000,Motorcycle,Petrol,"13,126"
2022-02-01T00:00:00.000,Motorcycle,Electric,142
2022-02-01T00:00:00.000,Light Vehicle,,"40,130"
2022-02-01T00:00:00.000,Heavy Vehicle,Petrol Or Lpg Option,6
2022-02-01T00:00:00.000,Heavy Vehicle,Petrol,29
2022-02-01T00:00:00.000,Heavy Vehicle,LPG,16
2022-02-01T00:00:00.000,Heavy Vehicle,Electric,7
2022-02-01T00:00:00.000,Heavy Vehicle,Diesel,"2,680"
2022-02-01T00:00:00.000,Heavy Vehicle,CNG,70
2022-02-01T00:00:00.000,Motorcycle,Diesel,5
2022-02-01T00:00:00.000,Motorcycle,,4
2022-02-01T00:00:00.000,Motorcycle,Other,4
2022-02-01T00:00:00.000,Light Vehicle,Solar,1
2022-02-01T00:00:00.000,Motorcycle,Solar,1
2022-02-01T00:00:00.000,Light Vehicle,CNG,2
2022-03-01T00:00:00.000,Motorcycle,Petrol,"13,008"
2022-03-01T00:00:00.000,Light Vehicle,,"40,044"
2022-03-01T00:00:00.000,Light Vehicle,Plug-in Hybrid Electric,632
2022-03-01T00:00:00.000,Light Vehicle,Petrol Or Lpg Option,803
